G1-00001:一:無繁體:無異體
G1-00200:卉:無繁體:無異體
G1-00201:扒:無繁體:無異體
G1-00202:功:無繁體:無異體
G1-00203:扔:無繁體:無異體
G1-00204:去:無繁體:無異體
G1-00205:甘:無繁體:無異體
G1-00206:世:無繁體:無異體
G1-00207:艾:無繁體:無異體
G1-00208:古:無繁體:無異體
G1-00209:节:節:無異體
G1-00210:本:無繁體:無異體
G1-00211:术:术:無異體:G1-00211:术:術:無異體
G1-00212:可:無繁體:無異體
G1-00213:丙:無繁體:無異體
G1-00214:左:無繁體:無異體
G1-00215:厉:厲:無異體
G1-00216:石:無繁體:無異體
G1-00217:右:無繁體:無異體
G1-00218:布:無繁體:佈
G1-00219:夯:無繁體:無異體
G1-00220:戊:無繁體:無異體
G1-00221:龙:龍:無異體
G1-00222:平:無繁體:無異體
G1-00223:灭:滅:無異體
G1-00224:轧:軋:無異體
G1-00225:东:東:無異體
G1-00226:卡:無繁體:無異體
G1-00227:北:無繁體:無異體
G1-00228:占:無繁體:佔
G1-00229:凸:無繁體:無異體
G1-00230:卢:盧:無異體
G1-00231:业:業:無異體
G1-00232:旧:舊:無異體
G1-00233:帅:帥:無異體
G1-00234:归:歸:無異體
G1-00235:旦:無繁體:無異體
G1-00236:目:無繁體:無異體
G1-00237:且:無繁體:無異體
G1-00238:叶:叶:無異體:G1-00238:叶:葉:無異體
G1-00239:甲:無繁體:無異體
G1-00240:申:無繁體:無異體
G1-00241:叮:無繁體:無異體
G1-00242:电:電:無異體
G1-00243:号:號:無異體
G1-00244:田:無繁體:無異體
G1-00245:由:無繁體:無異體
G1-00246:只:衹:祇秖:G1-00246:只:隻:無異體
G1-00247:叭:無繁體:無異體
G1-00248:史:無繁體:無異體
G1-00249:央:無繁體:無異體
G1-00250:兄:無繁體:無異體
G1-00251:叽:嘰:無異體
G1-00252:叼:無繁體:無異體
G1-00253:叫:無繁體:呌
G1-00254:叩:無繁體:敂
G1-00255:叨:無繁體:無異體
G1-00256:另:無繁體:無異體
G1-00257:叹:嘆:歎
G1-00258:冉:無繁體:冄
G1-00259:皿:無繁體:無異體
G1-00260:凹:無繁體:無異體
G1-00261:囚:無繁體:無異體
G1-00262:四:無繁體:無異體
G1-00263:生:無繁體:無異體
G1-00264:矢:無繁體:無異體
G1-00265:失:無繁體:無異體
G1-00266:乍:無繁體:無異體
G1-00267:禾:無繁體:無異體
G1-00268:丘:無繁體:坵
G1-00269:付:無繁體:無異體
G1-00270:仗:無繁體:無異體
G1-00271:代:無繁體:無異體
G1-00272:仙:無繁體:僊
G1-00273:们:們:無異體
G1-00274:仪:儀:無異體
G1-00275:白:無繁體:無異體
G1-00276:仔:無繁體:無異體
G1-00277:他:無繁體:無異體
G1-00278:斥:無繁體:無異體
G1-00279:瓜:無繁體:無異體
G1-00280:乎:無繁體:無異體
G1-00281:丛:叢:無異體
G1-00282:令:無繁體:無異體
G1-00283:用:無繁體:無異體
G1-00284:甩:無繁體:無異體
G1-00285:印:無繁體:無異體
G1-00286:尔:爾:尒
G1-00287:乐:樂:無異體
G1-00288:句:無繁體:無異體
G1-00289:匆:無繁體:怱悤
G1-00290:册:無繁體:冊
G1-00291:卯:無繁體:夘戼
G1-00292:犯:無繁體:無異體
G1-00293:外:無繁體:無異體
G1-00294:处:處:無異體
G1-00295:冬:冬:無異體:G1-00295:冬:鼕:無異體
G1-00296:鸟:鳥:無異體
G1-00297:务:務:無異體
G1-00298:包:無繁體:無異體
G1-00299:饥:飢:無異體:G1-00299:饥:饑:無異體
G1-00300:主:無繁體:無異體
G1-00301:市:無繁體:無異體
G1-00302:立:無繁體:無異體
G1-00303:冯:馮:無異體
G1-00304:玄:無繁體:無異體
G1-00305:闪:閃:無異體
G1-00306:兰:蘭:無異體
G1-00307:半:無繁體:無異體
G1-00308:汁:無繁體:無異體
G1-00309:汇:匯:滙:G1-00309:汇:彙:無異體
G1-00310:头:頭:無異體
G1-00311:汉:漢:無異體
G1-00312:宁:寧:寕甯
G1-00313:穴:無繁體:無異體
G1-00314:它:無繁體:牠
G1-00315:讨:討:無異體
G1-00316:写:寫:無異體
G1-00317:让:讓:無異體
G1-00318:礼:禮:無異體
G1-00319:训:訓:無異體
G1-00320:议:議:無異體
G1-00321:必:無繁體:無異體
G1-00322:讯:訊:無異體
G1-00323:记:記:無異體
G1-00324:永:無繁體:無異體
G1-00325:司:無繁體:無異體
G1-00326:尼:無繁體:無異體
G1-00327:民:無繁體:無異體
G1-00328:弗:無繁體:無異體
G1-00329:弘:無繁體:無異體
G1-00330:出:出:無異體:G1-00330:出:齣:無異體
G1-00331:辽:遼:無異體
G1-00332:奶:無繁體:妳嬭
G1-00333:奴:無繁體:無異體
G1-00334:召:無繁體:無異體
G1-00335:加:無繁體:無異體
G1-00336:皮:無繁體:無異體
G1-00337:边:邊:無異體
G1-00338:孕:無繁體:無異體
G1-00339:发:發:無異體:G1-00339:发:髮:無異體
G1-00340:圣:聖:無異體
G1-00341:对:對:無異體
G1-00342:台:台:無異體:G1-00342:台:臺:無異體:G1-00342:台:颱:無異體:G1-00342:台:檯:無異體
G1-00343:矛:無繁體:無異體
G1-00344:纠:糾:糺
G1-00345:母:無繁體:無異體
G1-00346:幼:無繁體:無異體
G1-00347:丝:絲:無異體
G1-00348:邦:無繁體:無異體
G1-00349:式:無繁體:無異體
G1-00350:迂:無繁體:無異體
G1-00351:刑:無繁體:無異體
G1-00352:戎:無繁體:無異體
G1-00353:动:動:働
G1-00354:扛:無繁體:摃
G1-00355:寺:無繁體:無異體
G1-00356:吉:無繁體:無異體
G1-00357:扣:無繁體:釦
G1-00358:考:無繁體:攷
G1-00359:托:無繁體:託
G1-00360:老:無繁體:無異體
G1-00361:巩:鞏:無異體
G1-00362:圾:無繁體:無異體
G1-00363:执:執:無異體
G1-00364:扩:擴:無異體
G1-00365:扫:掃:無異體
G1-00366:地:無繁體:無異體
G1-00367:场:場:塲
G1-00368:扬:揚:敭颺
G1-00369:耳:無繁體:無異體
G1-00370:芋:無繁體:無異體
G1-00371:共:無繁體:無異體
G1-00372:芒:無繁體:無異體
G1-00373:亚:亞:無異體
G1-00374:芝:無繁體:無異體
G1-00375:朽:無繁體:無異體
G1-00376:朴:朴:無異體:G1-00376:朴:樸:無異體
G1-00377:机:機:無異體
G1-00378:权:權:無異體
G1-00379:过:過:無異體
G1-00380:臣:無繁體:無異體
G1-00381:吏:無繁體:無異體
G1-00382:再:無繁體:𠕂𠕅
G1-00383:协:協:無異體
G1-00384:西:無繁體:無異體
G1-00385:压:壓:無異體
G1-00386:厌:厭:無異體
G1-00387:戌:無繁體:無異體
G1-00388:在:無繁體:無異體
G1-00389:百:無繁體:無異體
G1-00390:有:無繁體:無異體
G1-00391:存:無繁體:無異體
G1-00392:而:無繁體:無異體
G1-00393:页:頁:無異體
G1-00394:匠:無繁體:無異體
G1-00395:夸:夸:無異體:G1-00395:夸:誇:無異體
G1-00396:夺:奪:無異體
G1-00397:灰:無繁體:無異體
G1-00398:达:達:無異體
G1-00399:列:無繁體:無異體
G1-00400:死:無繁體:無異體
G1-00401:成:無繁體:無異體
G1-00402:夹:夾:袷裌
G1-00403:夷:無繁體:無異體
G1-00404:轨:軌:無異體
G1-00405:邪:無繁體:衺
G1-00406:尧:堯:無異體
G1-00407:划:划:無異體:G1-00407:划:劃:無異體
G1-00408:迈:邁:無異體
G1-00409:毕:畢:無異體
G1-00410:至:無繁體:無異體
G1-00411:此:無繁體:無異體
G1-00412:贞:貞:無異體
G1-00413:师:師:無異體
G1-00414:尘:塵:無異體
G1-00415:尖:無繁體:無異體
G1-00416:劣:無繁體:無異體
G1-00417:光:無繁體:無異體
G1-00418:当:當:無異體:G1-00418:当:噹:無異體
G1-00419:早:無繁體:無異體
G1-00420:吁:吁:無異體:G1-00420:吁:籲:無異體
G1-00421:吐:無繁體:無異體
G1-00422:吓:嚇:無異體
G1-00423:虫:蟲:無異體
G1-00424:曲:曲:無異體:G1-00424:曲:麯:麴
G1-00425:团:團:無異體:G1-00425:团:糰:無異體
G1-00426:吕:無繁體:無異體
G1-00427:同:無繁體:仝衕
G1-00428:吊:無繁體:弔
G1-00429:吃:無繁體:喫
G1-00430:因:無繁體:囙
G1-00431:吸:無繁體:無異體
G1-00432:吗:嗎:無異體
G1-00433:吆:無繁體:無異體
G1-00434:屿:嶼:無異體
G1-00435:屹:無繁體:無異體
G1-00436:岁:歲:嵗
G1-00437:帆:無繁體:㠶颿
G1-00438:回:回:無異體:G1-00438:回:迴:廻逥
G1-00439:岂:豈:無異體
G1-00440:则:則:無異體
G1-00441:刚:剛:無異體
G1-00442:网:網:無異體
G1-00443:肉:無繁體:無異體
G1-00444:年:無繁體:秊
G1-00445:朱:朱:無異體:G1-00445:朱:硃:無異體
G1-00446:先:無繁體:無異體
G1-00447:丢:無繁體:無異體
G1-00448:廷:無繁體:無異體
G1-00449:舌:無繁體:無異體
G1-00450:竹:無繁體:無異體
G1-00451:迁:遷:無異體
G1-00452:乔:喬:無異體
G1-00453:迄:無繁體:無異體
G1-00454:伟:偉:無異體
G1-00455:传:傳:無異體
G1-00456:乒:無繁體:無異體
G1-00457:乓:無繁體:無異體
G1-00458:休:無繁體:無異體
G1-00459:伍:無繁體:無異體
G1-00460:伏:無繁體:無異體
G1-00461:优:優:無異體
G1-00462:臼:無繁體:無異體
G1-00463:伐:無繁體:無異體
G1-00464:延:無繁體:無異體
G1-00465:仲:無繁體:無異體
G1-00466:件:無繁體:無異體
G1-00467:任:無繁體:無異體
G1-00468:伤:傷:無異體
G1-00469:价:價:無異體
G1-00470:伦:倫:無異體
G1-00471:份:無繁體:無異體
G1-00472:华:華:無異體
G1-00473:仰:無繁體:無異體
G1-00474:仿:無繁體:倣髣
G1-00475:伙:伙:無異體:G1-00475:伙:夥:無異體
G1-00476:伪:僞:無異體
G1-00477:自:無繁體:無異體
G1-00478:伊:無繁體:無異體
G1-00479:血:無繁體:無異體
G1-00480:向:向:無異體:G1-00480:向:嚮:曏
G1-00481:似:無繁體:佀
G1-00482:后:后:無異體:G1-00482:后:後:無異體
G1-00483:行:無繁體:無異體
G1-00484:舟:無繁體:無異體
G1-00485:全:無繁體:無異體
G1-00486:会:會:無異體
G1-00487:杀:殺:無異體
G1-00488:合:合:無異體:G1-00488:合:閤:無異體
G1-00489:兆:無繁體:無異體
G1-00490:企:無繁體:無異體
G1-00491:众:衆:眾
G1-00492:爷:爺:無異體
G1-00493:伞:傘:𠌂繖
G1-00494:创:創:剏剙
G1-00495:肌:無繁體:無異體
G1-00496:肋:無繁體:無異體
G1-00497:朵:無繁體:朶
G1-00498:杂:雜:襍
G1-00499:危:無繁體:無異體
G1-00500:旬:無繁體:無異體
G1-00501:旨:無繁體:無異體
G1-00502:旭:無繁體:無異體
G1-00503:负:負:無異體
G1-00504:匈:無繁體:無異體
G1-00505:名:無繁體:無異體
G1-00506:各:無繁體:無異體
G1-00507:多:無繁體:無異體
G1-00508:争:無繁體:無異體
G1-00509:色:無繁體:無異體
G1-00510:壮:壯:無異體
G1-00511:冲:冲:無異體:G1-00511:冲:衝:無異體
G1-00512:妆:妝:粧
G1-00513:冰:無繁體:氷
G1-00514:庄:莊:無異體
G1-00515:庆:慶:無異體
G1-00516:亦:無繁體:無異體
G1-00517:刘:劉:無異體
G1-00518:齐:齊:無異體
G1-00519:交:無繁體:無異體
G1-00520:衣:無繁體:無異體
G1-00521:次:無繁體:無異體
G1-00522:产:産:無異體
G1-00523:决:無繁體:決
G1-00524:亥:無繁體:無異體
G1-00525:充:無繁體:無異體
G1-00526:妄:無繁體:無異體
G1-00527:闭:閉:無異體
G1-00528:问:問:無異體
G1-00529:闯:闖:無異體
G1-00530:羊:無繁體:無異體
G1-00531:并:無繁體:併並竝
G1-00532:关:關:無異體
G1-00533:米:無繁體:無異體
G1-00534:灯:燈:無異體
G1-00535:州:無繁體:無異體
G1-00536:汗:無繁體:無異體
G1-00537:污:無繁體:汙汚
G1-00538:江:無繁體:無異體
G1-00539:汛:無繁體:無異體
G1-00540:池:無繁體:無異體
G1-00541:汝:無繁體:無異體
G1-00542:汤:湯:無異體
G1-00543:忙:無繁體:無異體
G1-00544:兴:興:無異體
G1-00545:宇:無繁體:無異體
G1-00546:守:無繁體:無異體
G1-00547:宅:無繁體:無異體
G1-00548:字:無繁體:無異體
G1-00549:安:無繁體:無異體
G1-00550:讲:講:無異體
G1-00551:讳:諱:無異體
G1-00552:军:軍:無異體
G1-00553:讶:訝:無異體
G1-00554:许:許:無異體
G1-00555:讹:訛:譌
G1-00556:论:論:無異體
G1-00557:讼:訟:無異體
G1-00558:农:農:辳
G1-00559:讽:諷:無異體
G1-00560:设:設:無異體
G1-00561:访:訪:無異體
G1-00562:诀:訣:無異體
G1-00563:寻:尋:𡬶
G1-00564:那:無繁體:無異體
G1-00565:迅:無繁體:無異體
G1-00566:尽:盡:無異體:G1-00566:尽:儘:無異體
G1-00567:导:導:無異體
G1-00568:异:無繁體:異
G1-00569:弛:無繁體:無異體
G1-00570:孙:孫:無異體
G1-00571:阵:陣:無異體
G1-00572:阳:陽:無異體
G1-00573:收:無繁體:無異體
G1-00574:阶:階:堦
G1-00575:阴:陰:隂
G1-00576:防:無繁體:無異體
G1-00577:奸:無繁體:姦
G1-00578:如:無繁體:無異體
G1-00579:妇:婦:媍
G1-00580:妃:無繁體:無異體
G1-00581:好:無繁體:無異體
G1-00582:她:無繁體:無異體
G1-00583:妈:媽:無異體
G1-00584:戏:戲:戯
G1-00585:羽:無繁體:無異體
G1-00586:观:觀:無異體
G1-00587:欢:歡:懽讙驩
G1-00588:买:買:無異體
G1-00589:红:紅:無異體
G1-00590:驮:馱:䭾
G1-00591:纤:纖:無異體:G1-00591:纤:縴:無異體
G1-00592:驯:馴:無異體
G1-00593:约:約:無異體
G1-00594:级:級:無異體
G1-00595:纪:紀:無異體
G1-00596:驰:馳:無異體
G1-00597:纫:紉:無異體
G1-00598:巡:無繁體:廵
G1-00599:寿:壽:無異體
G1-00600:弄:無繁體:挵衖
G1-00601:麦:麥:無異體
G1-00602:玖:無繁體:無異體
G1-00603:玛:瑪:無異體
G1-00604:形:無繁體:無異體
G1-00605:进:進:無異體
G1-00606:戒:無繁體:無異體
G1-00607:吞:無繁體:無異體
G1-00608:远:遠:無異體
G1-00609:违:違:無異體
G1-00610:韧:韌:靭靱⿰韋刄
G1-00611:运:運:無異體
G1-00612:扶:無繁體:無異體
G1-00613:抚:撫:無異體
G1-00614:坛:壇:無異體:G1-00614:坛:罎:罈壜
G1-00615:技:無繁體:無異體
G1-00616:坏:壞:無異體
G1-00617:抠:摳:無異體
G1-00618:扰:擾:無異體
G1-00619:扼:無繁體:搤
G1-00620:拒:無繁體:無異體
G1-00621:找:無繁體:無異體
G1-00622:批:無繁體:無異體
G1-00623:址:無繁體:阯
G1-00624:扯:無繁體:撦
G1-00625:走:無繁體:無異體
G1-00626:抄:無繁體:無異體
G1-00627:贡:貢:無異體
G1-00628:汞:無繁體:無異體
G1-00629:坝:垻:無異體:G1-00629:坝:壩:無異體
G1-00630:攻:無繁體:無異體
G1-00631:赤:無繁體:無異體
G1-00632:折:折:無異體:G1-00632:折:摺:無異體
G1-00633:抓:無繁體:無異體
G1-00634:扳:無繁體:無異體
G1-00635:抡:掄:無異體
G1-00636:扮:無繁體:無異體
G1-00637:抢:搶:無異體
G1-00638:孝:無繁體:無異體
G1-00639:坎:無繁體:埳
G1-00640:均:無繁體:無異體
G1-00641:抑:無繁體:無異體
G1-00642:抛:無繁體:無異體
G1-00643:投:無繁體:無異體
G1-00644:坟:墳:無異體
G1-00645:坑:無繁體:阬
G1-00646:抗:無繁體:無異體
G1-00647:坊:無繁體:無異體
G1-00648:抖:無繁體:無異體
G1-00649:护:護:無異體
G1-00650:壳:殻:無異體
G1-00651:志:無繁體:誌
G1-00652:块:塊:無異體
G1-00653:扭:無繁體:無異體
G1-00654:声:聲:無異體
G1-00655:把:無繁體:無異體
G1-00656:报:報:無異體
G1-00657:拟:擬:儗
G1-00658:却:無繁體:㕁卻
G1-00659:抒:無繁體:無異體
G1-00660:劫:無繁體:刦刧刼
G1-00661:芙:無繁體:無異體
G1-00662:芜:蕪:無異體
G1-00663:苇:葦:無異體
G1-00664:芽:無繁體:無異體
G1-00665:花:無繁體:芲蘤
G1-00666:芹:無繁體:無異體
G1-00667:芥:無繁體:無異體
G1-00668:芬:無繁體:無異體
G1-00669:苍:蒼:無異體
G1-00670:芳:無繁體:無異體
G1-00671:严:嚴:無異體
G1-00672:芦:蘆:無異體
G1-00673:芯:無繁體:無異體
G1-00674:劳:勞:無異體
G1-00675:克:克:無異體:G1-00675:克:剋:尅
G1-00676:芭:無繁體:無異體
G1-00677:苏:蘇:甦蘓:G1-00677:苏:囌:無異體
G1-00678:杆:無繁體:桿
G1-00679:杠:無繁體:槓
G1-00680:杜:無繁體:無異體
G1-00681:材:無繁體:無異體
G1-00682:村:無繁體:邨
G1-00683:杖:無繁體:無異體
G1-00684:杏:無繁體:無異體
G1-00685:杉:無繁體:無異體
G1-00686:巫:無繁體:無異體
G1-00687:极:極:無異體
G1-00688:李:無繁體:無異體
G1-00689:杨:楊:無異體
G1-00690:求:無繁體:無異體
G1-00691:甫:無繁體:無異體
G1-00692:匣:無繁體:無異體
G1-00693:更:無繁體:無異體
G1-00694:束:無繁體:無異體
G1-00695:吾:無繁體:無異體
G1-00696:豆:無繁體:荳
G1-00697:两:兩:無異體
G1-00698:酉:無繁體:無異體
G1-00699:丽:麗:無異體
G1-00700:医:醫:無異體
G1-00701:辰:無繁體:無異體
G1-00702:励:勵:無異體
G1-00703:否:無繁體:無異體
G1-00704:还:還:無異體
G1-00705:尬:無繁體:無異體
G1-00706:歼:殲:無異體
G1-00707:来:來:無異體
G1-00708:连:連:無異體
G1-00709:轩:軒:無異體
G1-00710:步:無繁體:無異體
G1-00711:卤:鹵:無異體:G1-00711:卤:滷:無異體
G1-00712:坚:堅:無異體
G1-00713:肖:無繁體:無異體
G1-00714:旱:無繁體:無異體
G1-00715:盯:無繁體:無異體
G1-00716:呈:無繁體:無異體
G1-00717:时:時:旹
G1-00718:吴:無繁體:無異體
G1-00719:助:無繁體:無異體
G1-00720:县:縣:無異體
G1-00721:里:里:無異體:G1-00721:里:裏:裡
G1-00722:呆:無繁體:獃
G1-00723:吱:無繁體:無異體
G1-00724:吠:無繁體:無異體
G1-00725:呕:嘔:無異體
G1-00726:园:園:無異體
G1-00727:旷:曠:無異體
G1-00728:围:圍:無異體
G1-00729:呀:無繁體:無異體
G1-00730:吨:噸:無異體
G1-00731:足:無繁體:無異體
G1-00732:邮:郵:無異體
G1-00733:男:無繁體:無異體
G1-00734:困:困:無異體:G1-00734:困:睏:無異體
G1-00735:吵:無繁體:無異體
G1-00736:串:無繁體:無異體
G1-00737:员:員:無異體
G1-00738:呐:無繁體:無異體
G1-00739:听:聽:無異體
G1-00740:吟:無繁體:唫
G1-00741:吩:無繁體:無異體
G1-00742:呛:嗆:無異體
G1-00743:吻:無繁體:脗
G1-00744:吹:無繁體:無異體
G1-00745:呜:嗚:無異體
G1-00746:吭:無繁體:無異體
G1-00747:吧:無繁體:無異體
G1-00748:邑:無繁體:無異體
G1-00749:吼:無繁體:無異體
G1-00750:囤:無繁體:無異體
G1-00751:别:别:無異體:G1-00751:别:彆:無異體
G1-00752:吮:無繁體:無異體
G1-00753:岖:嶇:無異體
G1-00754:岗:崗:無異體
G1-00755:帐:帳:無異體
G1-00756:财:財:無異體
G1-00757:针:針:鍼
G1-00758:钉:釘:無異體
G1-00759:牡:無繁體:無異體
G1-00760:告:無繁體:無異體
G1-00761:我:無繁體:無異體
G1-00762:乱:亂:無異體
G1-00763:利:無繁體:無異體
G1-00764:秃:無繁體:無異體
G1-00765:秀:無繁體:無異體
G1-00766:私:無繁體:無異體
G1-00767:每:無繁體:無異體
G1-00768:兵:無繁體:無異體
G1-00769:估:無繁體:無異體
G1-00770:体:體:無異體
G1-00771:何:無繁體:無異體
G1-00772:佐:無繁體:無異體
G1-00773:佑:無繁體:無異體
G1-00774:但:無繁體:無異體
G1-00775:伸:無繁體:無異體
G1-00776:佃:無繁體:無異體
G1-00777:作:無繁體:無異體
G1-00778:伯:無繁體:無異體
G1-00779:伶:無繁體:無異體
G1-00780:佣:傭:無異體
G1-00781:低:無繁體:無異體
G1-00782:你:無繁體:妳
G1-00783:住:無繁體:無異體
G1-00784:位:無繁體:無異體
G1-00785:伴:無繁體:無異體
G1-00786:身:無繁體:無異體
G1-00787:皂:無繁體:皁
G1-00788:伺:無繁體:無異體
G1-00789:佛:無繁體:彿髴
G1-00790:囱:無繁體:無異體
G1-00791:近:無繁體:無異體
