60:佪:徊:佪
61:侚:徇:侚
75:侷:局:侷
104:偪:逼:偪
125:傚:效:傚
144:僊:仙:僊
196:儸:罗:儸
211:凅:涸:凅
226:剉:锉:剉
256:勣:绩:勣
274:卬:昂:卬
287:叡:睿:叡
316:茍:苟:茍
317:咷:啕:咷
360:啗:啖:啗
372:喫:吃:喫
474:囓:啮:囓
511:坵:丘:坵
538:埜:野:埜
582:墫:樽:墫
590:壈:壈:𡒄
593:壎:埙:壎
661:婬:淫:婬
678:媮:偷:媮
682:嫋:袅:嫋
688:媿:愧:媿
703:嫿:嫿:婳
718:嬭:奶:嬭
724:孃:娘:孃
751:寘:置:寘
772:屝:扉:屝
825:崠:岽:崠
849:崳:嵛:崳
852:嵒:岩:嵒
881:嶢:嶢:峣
889:嶔:嶔:嵚
896:嶮:嶮:崄
915:巹:卺:巹
949:幵:开:幵
951:庂:仄:庂
995:廱:痈:廱
1016:彊:强:彊
1116:惇:敦:惇
1147:惷:蠢:惷
1205:懃:勤:懃
1229:戉:钺:戉
1245:扐:仂:扐
1247:扞:捍:扞
1252:抃:拚:抃
1257:抔:抱:抔
1259:扱:插:扱
1261:扺:抵:扺
1263:抴:曳:抴
1264:拑:钳:拑
1280:挌:格:挌
1290:挶:局:挶
1299:挩:挩:捝
1337:撝:撝:㧑
1347:揹:背:揹
1362:搆:构:搆
1363:摃:扛:摃
1364:搟:擀:搟
1374:搨:打:搨
1377:搯:掏:搯
1380:摀:捂:摀
1381:搥:捶:搥
1397:撦:扯:撦
1411:撢:掸:撢
1433:擣:捣:擣
1463:攷:考:攷
1506:旂:旗:旂
1512:旛:幡:旛
1530:昇:升:昇
1553:晞:曦:晞
1555:晢:晰:晢
1559:晻:暗:晻
1567:暘:阳:旸
1574:暱:昵:暱
1603:朢:望:朢
1614:杇:圬:杇
1691:栒:旬:栒
1701:桮:杯:桮
1711:梲:梲:棁
1764:楙:茂:楙
1780:楄:匾:楄
1806:榦:干:榦
1809:槃:盘:槃
1834:橦:幢:橦
1888:櫐:累:櫐
1898:櫺:棂:櫺
1918:欸:唉:欸
1930:歎:叹:歎
1937:殀:夭:殀
1960:殭:僵:殭
1964:殽:肴:殽
1971:毌:毋:毌
1974:毘:毗:毘
1981:毬:球:毬
2009:汆:氽:汆
2016:汍:丸:汍
2018:汎:泛:汎
2027:沍:冱:沍
2065:泝:溯:泝
2072:洟:涕:洟
2082:洩:泄:洩
2132:淩:淩:凌
2172:湣:闵:湣
2277:澂:澄:澂
2283:潟:舄:潟
2284:澔:浩:澔
2324:瀁:漾:瀁
2369:灩:滟:灩
2375:炤:照:炤
2379:炰:炮:炰
2412:煖:暖:煖
2419:熅:熅:煴
2443:燿:耀:燿
2513:狚:旦:狚
2555:獃:呆:獃
2578:獮:獮:狝
2588:玅:妙:玅
2589:玆:兹:玆
2608:珪:圭:珪
2637:琱:雕:琱
2675:璿:璇:璿
2680:瓖:镶:瓖
2714:甪:角:甪
2715:甯:宁:甯
2730:畬:畲:畬
2765:痠:酸:痠
2768:痳:麻:痳
2815:皁:皂:皁
2908:瞜:瞜:䁖
2957:砲:炮:砲
2983:碕:崎:碕
2988:碪:砧:碪
3036:祂:他:祂
3041:祅:祆:祅
3059:祼:裸:祼
3089:秏:耗:秏
3126:穨:颓:穨
3175:笻:筇:笻
3200:筴:策:䇲
3222:箇:个:箇
3224:劄:札:劄
3226:箄:箅:箄
3232:箠:棰:箠
3250:篲:彗:篲
3262:篠:筱:篠
3289:籙:籙:箓
3293:籥:龠:籥
3347:絅:絅:䌹
