序591 ::::::G2-05995:無繁體:熵:無異體
序593 ::::::G3-07898:無繁體:熻:無異體
序598 ::::::G3-07901:無繁體:燏:無異體
序601 ::::::G3-07900:無繁體:燚:無異體
序609 ::::::G2-06411:無繁體:㸆:無異體
序610 ::::::G3-08065:無繁體:爔:無異體
序611 ::::::G3-08064:無繁體:㸌:無異體
序622 ::::::G2-04007:熗:炝:無異體
序623 ::::::G2-04004:熰:𬉼:無異體
序627 ::::::G3-07423:燀:𬊤:無異體
序631 ::::::G3-07053:燖:𬊈:無異體
